,names,ratings,locations,latitude,longitude
4136,inBtwn Cafe,5.0,1625 Hornby Street,49.27808,-123.130557
4137,Manoush'eh,5.0,620 Davie Street,49.27808,-123.130557
4138,Number E Food,5.0,1308 Burrard Street,49.27808,-123.130557
4139,Rainbow Park,5.0,872 Richards Street,49.27808,-123.130557
4140,George Wainborn Park,5.0,450 Beach Crescent,49.27808,-123.130557
4141,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.27808,-123.130557
4142,Keto Caveman Davie,5.0,1230 Davie Street,49.27808,-123.130557
4143,Tru Cafe,5.0,1500 West 2nd Avenue,49.27808,-123.130557
4144,Incognito Coffee,4.5,843 Seymour Street,49.27808,-123.130557
4145,English Bay Beach Park,4.5,1700 Beach Avenue,49.27808,-123.130557
4146,Uno Gelato,4.5,601 Stamps Landing,49.27808,-123.130557
4147,Starbucks,4.5,1088 Burrard Street,49.27808,-123.130557
4148,Le Parfait,4.5,812 Homer Street,49.27808,-123.130557
4149,Grab N Go,5.0,1207 Hamilton Street,49.269969,-123.109623
4150,Okeya Kyujiro,5.0,1038 Mainland Street,49.269969,-123.109623
4151,WA-2!,5.0,1795 Powell Street,49.269969,-123.109623
4152,La Taqueria Food Truck,5.0,,49.269969,-123.109623
4153,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.269969,-123.109623
4154,7 Days Coffee,5.0,920 Beatty Street,49.269969,-123.109623
4155,Smithe Salad,4.5,191 Smithe Street,49.269969,-123.109623
4156,Uno Gelato,4.5,601 Stamps Landing,49.269969,-123.109623
4157,Passione Gelato,4.5,55 Smithe Street,49.269969,-123.109623
4158,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.269969,-123.109623
4159,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.269969,-123.109623
4160,Ignite Pizzeria,4.5,987 Mainland Street,49.269969,-123.109623
4161,Sweet Spot,4.5,1178 Marinaside Crescent,49.269969,-123.109623
4162,Le Petit Belge,4.5,1007 Main Street,49.269969,-123.109623
4163,Lumiere Cafe,4.5,521 West Broadway,49.269969,-123.109623
4164,Obanhmi,4.5,1239 Pacific Boulevard,49.269969,-123.109623
4165,Honolulu Coffee,4.5,97 West 2nd Avenue,49.269969,-123.109623
4166,Rolling Cashew,4.5,401 Industrial Avenue,49.269969,-123.109623
4167,Cilantro Indian Cuisine,4.5,189 W Broadway,49.269969,-123.109623
4168,Superbaba,4.5,2419 Main St,49.269969,-123.109623
4169,93 Coffee,5.0,1789 Comox Street,49.287528,-123.142139
4170,Cardero Cafe,5.0,1105 Davie St,49.287528,-123.142139
4171,Arike Restaurant,5.0,1725 Davie St,49.287528,-123.142139
4172,Vancouver Seawall,5.0,,49.287528,-123.142139
4173,Ssong's Hotdog,5.0,795 Jervis Street,49.287528,-123.142139
4174,Big Bang Sushi,5.0,1103 Denman St,49.287528,-123.142139
4175,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.287528,-123.142139
4176,Keto Caveman Davie,5.0,1230 Davie Street,49.287528,-123.142139
4177,English Bay Beach Park,4.5,1700 Beach Avenue,49.287528,-123.142139
4178,Yasma,4.5,550 Denman Street,49.287528,-123.142139
4179,Tom Sushi,4.5,1175 Davie St,49.287528,-123.142139
4180,Noah's Cafe,4.5,1096 Denman Street,49.287528,-123.142139
4181,Davie Village Bakery,4.5,1216 Davie Street,49.287528,-123.142139
4182,The Red Accordion,4.5,1616 Alberni Street,49.287528,-123.142139
4183,Pho 37,4.5,1578 Robson Street,49.287528,-123.142139
4184,theKhaykery,4.5,1610 Robson Street,49.287528,-123.142139
4185,Al-Hadbah Donair,4.5,1610 Robson St,49.287528,-123.142139
4186,Good Dogs Plant Foods,4.5,1331 Robson Street,49.287528,-123.142139
4187,Ofra’s Kitchen,4.5,1088 Denman Street,49.287528,-123.142139
4188,Frying Pan,4.5,1101 Denman Street,49.287528,-123.142139
4189,93 Coffee,5.0,1789 Comox Street,49.28803,-123.142135
4190,Cardero Cafe,5.0,1105 Davie St,49.28803,-123.142135
4191,Arike Restaurant,5.0,1725 Davie St,49.28803,-123.142135
4192,Vancouver Seawall,5.0,,49.28803,-123.142135
4193,Ssong's Hotdog,5.0,795 Jervis Street,49.28803,-123.142135
4194,Big Bang Sushi,5.0,1103 Denman St,49.28803,-123.142135
4195,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.28803,-123.142135
4196,Keto Caveman Davie,5.0,1230 Davie Street,49.28803,-123.142135
4197,English Bay Beach Park,4.5,1700 Beach Avenue,49.28803,-123.142135
4198,Yasma,4.5,550 Denman Street,49.28803,-123.142135
4199,Tom Sushi,4.5,1175 Davie St,49.28803,-123.142135
4200,Noah's Cafe,4.5,1096 Denman Street,49.28803,-123.142135
4201,Davie Village Bakery,4.5,1216 Davie Street,49.28803,-123.142135
4202,The Red Accordion,4.5,1616 Alberni Street,49.28803,-123.142135
4203,Pho 37,4.5,1578 Robson Street,49.28803,-123.142135
4204,theKhaykery,4.5,1610 Robson Street,49.28803,-123.142135
4205,Al-Hadbah Donair,4.5,1610 Robson St,49.28803,-123.142135
4206,Good Dogs Plant Foods,4.5,1331 Robson Street,49.28803,-123.142135
4207,Ofra’s Kitchen,4.5,1088 Denman Street,49.28803,-123.142135
4208,Frying Pan,4.5,1101 Denman Street,49.28803,-123.142135
4209,The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.259579,-123.114769
4210,WA-2!,5.0,1795 Powell Street,49.259579,-123.114769
4211,La Taqueria Food Truck,5.0,,49.259579,-123.114769
4212,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.259579,-123.114769
4213,Mount Pleasant Park,5.0,3161 Ontario Street,49.259579,-123.114769
4214,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.259579,-123.114769
4215,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.259579,-123.114769
4216,Lumiere Cafe,4.5,521 West Broadway,49.259579,-123.114769
4217,Rolling Cashew,4.5,401 Industrial Avenue,49.259579,-123.114769
4218,Hot Cha Cafe,4.5,3306 Cambie Street,49.259579,-123.114769
4219,Saucin Staples,4.5,1073 W Broadway,49.259579,-123.114769
4220,Cilantro Indian Cuisine,4.5,189 W Broadway,49.259579,-123.114769
4221,Johnny’s On Oak,4.5,3838 Oak Street,49.259579,-123.114769
4222,Superbaba,4.5,2419 Main St,49.259579,-123.114769
4223,Deja Brew,4.5,943 W Broadway,49.259579,-123.114769
4224,The Mighty Oak,4.5,198 W 18th Avenue,49.259579,-123.114769
4225,Suyo Modern Peruvian,4.5,3475 Main Street,49.259579,-123.114769
4226,River's Sushi,5.0,678 W Broadway,49.259579,-123.114769
4227,Paper Cone Desserts,4.5,3623 Main Street,49.259579,-123.114769
4228,Farm Ventures,5.0,713 Sullivan Road,49.259579,-123.114769
4229,93 Coffee,5.0,1789 Comox Street,49.2890705989865,-123.138407369468
4230,Cardero Cafe,5.0,1105 Davie St,49.2890705989865,-123.138407369468
4231,Arike Restaurant,5.0,1725 Davie St,49.2890705989865,-123.138407369468
4232,Vancouver Seawall,5.0,,49.2890705989865,-123.138407369468
4233,Ssong's Hotdog,5.0,795 Jervis Street,49.2890705989865,-123.138407369468
4234,Stanley Park,5.0,1166 Stanley Park Drive,49.2890705989865,-123.138407369468
4235,Big Bang Sushi,5.0,1103 Denman St,49.2890705989865,-123.138407369468
4236,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.2890705989865,-123.138407369468
4237,Keto Caveman Davie,5.0,1230 Davie Street,49.2890705989865,-123.138407369468
4238,English Bay Beach Park,4.5,1700 Beach Avenue,49.2890705989865,-123.138407369468
4239,Starbucks,4.5,1088 Burrard Street,49.2890705989865,-123.138407369468
4240,Yasma,4.5,550 Denman Street,49.2890705989865,-123.138407369468
4241,Tom Sushi,4.5,1175 Davie St,49.2890705989865,-123.138407369468
4242,Noah's Cafe,4.5,1096 Denman Street,49.2890705989865,-123.138407369468
4243,Davie Village Bakery,4.5,1216 Davie Street,49.2890705989865,-123.138407369468
4244,Movies in the Park,4.5,Stanley Park Dr,49.2890705989865,-123.138407369468
4245,The Red Accordion,4.5,1616 Alberni Street,49.2890705989865,-123.138407369468
4246,Pho 37,4.5,1578 Robson Street,49.2890705989865,-123.138407369468
4247,Trish Juice,4.5,981 Hornby Street,49.2890705989865,-123.138407369468
4248,theKhaykery,4.5,1610 Robson Street,49.2890705989865,-123.138407369468
4249,Marine Building,5.0,355 Burrard St,49.287782,-123.12395
4250,Cardero Cafe,5.0,1105 Davie St,49.287782,-123.12395
4251,Vancouver Seawall,5.0,,49.287782,-123.12395
4252,Ssong's Hotdog,5.0,795 Jervis Street,49.287782,-123.12395
4253,The Magnet,5.0,309 W Pender Street,49.287782,-123.12395
4254,Social Crust,5.0,335 W Pender St,49.287782,-123.12395
4255,Rainbow Park,5.0,872 Richards Street,49.287782,-123.12395
4256,Jack Poole Plaza,5.0,1055 Canada Place,49.287782,-123.12395
4257,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.287782,-123.12395
4258,Keto Caveman Davie,5.0,1230 Davie Street,49.287782,-123.12395
4259,Incognito Coffee,4.5,843 Seymour Street,49.287782,-123.12395
4260,VAN CHA,4.5,433 Hornby Street,49.287782,-123.12395
4261,Starbucks,4.5,1088 Burrard Street,49.287782,-123.12395
4262,Le Parfait,4.5,812 Homer Street,49.287782,-123.12395
4263,Yasma,4.5,550 Denman Street,49.287782,-123.12395
4264,Tom Sushi,4.5,1175 Davie St,49.287782,-123.12395
4265,Davie Village Bakery,4.5,1216 Davie Street,49.287782,-123.12395
4266,Amante Bakery,4.5,590 Robson St,49.287782,-123.12395
4267,Curry Hut Indian Bistro,4.5,445 Howe Street,49.287782,-123.12395
4268,The Red Accordion,4.5,1616 Alberni Street,49.287782,-123.12395
4269,Marine Building,5.0,355 Burrard St,49.28512,-123.11242
4270,Manoush'eh,5.0,620 Davie Street,49.28512,-123.11242
4271,The Magnet,5.0,309 W Pender Street,49.28512,-123.11242
4272,Sooda Korean BBQ,5.0,60 West Cordova Street,49.28512,-123.11242
4273,Robba Da Matti,5.0,12 Powell St,49.28512,-123.11242
4274,Social Crust,5.0,335 W Pender St,49.28512,-123.11242
4275,Rainbow Park,5.0,872 Richards Street,49.28512,-123.11242
4276,Jack Poole Plaza,5.0,1055 Canada Place,49.28512,-123.11242
4277,West Hotel & Bar,5.0,488 Carrall St,49.28512,-123.11242
4278,Say Hello Sweets,5.0,620 Quebec Street,49.28512,-123.11242
4279,7 Days Coffee,5.0,920 Beatty Street,49.28512,-123.11242
4280,Smithe Salad,4.5,191 Smithe Street,49.28512,-123.11242
4281,Incognito Coffee,4.5,843 Seymour Street,49.28512,-123.11242
4282,VAN CHA,4.5,433 Hornby Street,49.28512,-123.11242
4283,Le Parfait,4.5,812 Homer Street,49.28512,-123.11242
4284,Tekkaba,4.5,68 E Cordova Street,49.28512,-123.11242
4285,Ignite Pizzeria,4.5,987 Mainland Street,49.28512,-123.11242
4286,Hoduya,4.5,86 Keefer Place,49.28512,-123.11242
4287,Amante Bakery,4.5,590 Robson St,49.28512,-123.11242
4288,Aiyaohno Cafe,4.5,425 Carrall Street,49.28512,-123.11242
4289,Quilchena Off-leash Dog Park,4.5,33rd and Pine Crescent,49.247854,-123.153422
4290,Arbutus Greenway,4.5,West King Edward Avenue,49.247854,-123.153422
4291,Starbucks,4.0,4635 Arbutus Street,49.247854,-123.153422
4292,Arbutus Village Park,5.0,4202 Valley Drive,49.247854,-123.153422
4293,Trim & Healthy,5.0,Haggard Street,49.247854,-123.153422
4294,Angus Park,5.0,3600 Angus Drive,49.247854,-123.153422
4295,Trafalgar Park,5.0,2610 W 23rd Avenue,49.247854,-123.153422
4296,Nectar's Coffee Shop,4.0,4255 Arbutus Street,49.247854,-123.153422
4297,Quilchena Park,3.0,4590 Magnolia Street,49.247854,-123.153422
4298,Finest At Sea Seafood Boutique,3.0,4675 Arbutus Street,49.247854,-123.153422
4299,Prince of Wales Park,4.0,4780 Haggart Street,49.247854,-123.153422
4300,Grab N Go,5.0,1207 Hamilton Street,49.265939,-123.1129
4301,The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.265939,-123.1129
4302,WA-2!,5.0,1795 Powell Street,49.265939,-123.1129
4303,La Taqueria Food Truck,5.0,,49.265939,-123.1129
4304,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.265939,-123.1129
4305,Mount Pleasant Park,5.0,3161 Ontario Street,49.265939,-123.1129
4306,Uno Gelato,4.5,601 Stamps Landing,49.265939,-123.1129
4307,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.265939,-123.1129
4308,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.265939,-123.1129
4309,Sweet Spot,4.5,1178 Marinaside Crescent,49.265939,-123.1129
4310,Lumiere Cafe,4.5,521 West Broadway,49.265939,-123.1129
4311,Obanhmi,4.5,1239 Pacific Boulevard,49.265939,-123.1129
4312,Honolulu Coffee,4.5,97 West 2nd Avenue,49.265939,-123.1129
4313,Rolling Cashew,4.5,401 Industrial Avenue,49.265939,-123.1129
4314,Cilantro Indian Cuisine,4.5,189 W Broadway,49.265939,-123.1129
4315,Superbaba,4.5,2419 Main St,49.265939,-123.1129
4316,Deja Brew,4.5,943 W Broadway,49.265939,-123.1129
4317,David Lam Park,4.5,1300 Pacific Blvd,49.265939,-123.1129
4318,River's Sushi,5.0,678 W Broadway,49.265939,-123.1129
4319,Frostbites Shave Ice,5.0,,49.265939,-123.1129
4320,Cookies of Course,5.0,,49.261122,-123.097571
4321,Camion Cafe,5.0,,49.261122,-123.097571
4322,Mount Pleasant Park,5.0,3161 Ontario Street,49.261122,-123.097571
4323,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.261122,-123.097571
4324,L'atelier Patisserie,4.5,599 East Broadway,49.261122,-123.097571
4325,Honolulu Coffee,4.5,97 West 2nd Avenue,49.261122,-123.097571
4326,Rolling Cashew,4.5,401 Industrial Avenue,49.261122,-123.097571
4327,Cilantro Indian Cuisine,4.5,189 W Broadway,49.261122,-123.097571
4328,Superbaba,4.5,2419 Main St,49.261122,-123.097571
4329,The Mighty Oak,4.5,198 W 18th Avenue,49.261122,-123.097571
4330,Suyo Modern Peruvian,4.5,3475 Main Street,49.261122,-123.097571
4331,Paper Cone Desserts,4.5,3623 Main Street,49.261122,-123.097571
4332,Frostbites Shave Ice,5.0,,49.261122,-123.097571
4333,The Watson,5.0,3080 Main Street,49.261122,-123.097571
4334,Dog Meister,5.0,2949 Main Street,49.261122,-123.097571
4335,Taco Nori Sushi Tacos,4.5,,49.261122,-123.097571
4336,Zarak By Afghan Kitchen,4.5,2102 Main Street,49.261122,-123.097571
4337,Jonathan Rogers Park,4.5,110 7 Avenue W,49.261122,-123.097571
4338,Sushi Hil,4.5,3330 Main Street,49.261122,-123.097571
4339,Cafe Tica,4.5,2408 Alberta Street,49.261122,-123.097571
4340,Grab N Go,5.0,1207 Hamilton Street,49.267725,-123.11311
4341,Okeya Kyujiro,5.0,1038 Mainland Street,49.267725,-123.11311
4342,The Golden Horn Turkish Bakery & Cafe,5.0,2857 Cambie Street,49.267725,-123.11311
4343,WA-2!,5.0,1795 Powell Street,49.267725,-123.11311
4344,Manoush'eh,5.0,620 Davie Street,49.267725,-123.11311
4345,La Taqueria Food Truck,5.0,,49.267725,-123.11311
4346,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.267725,-123.11311
4347,7 Days Coffee,5.0,920 Beatty Street,49.267725,-123.11311
4348,Uno Gelato,4.5,601 Stamps Landing,49.267725,-123.11311
4349,Passione Gelato,4.5,55 Smithe Street,49.267725,-123.11311
4350,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.267725,-123.11311
4351,Pizzamia Gourmet Pizza Bar,4.5,407 W Broadway,49.267725,-123.11311
4352,Sweet Spot,4.5,1178 Marinaside Crescent,49.267725,-123.11311
4353,Le Petit Belge,4.5,1007 Main Street,49.267725,-123.11311
4354,Lumiere Cafe,4.5,521 West Broadway,49.267725,-123.11311
4355,Obanhmi,4.5,1239 Pacific Boulevard,49.267725,-123.11311
4356,Honolulu Coffee,4.5,97 West 2nd Avenue,49.267725,-123.11311
4357,Rolling Cashew,4.5,401 Industrial Avenue,49.267725,-123.11311
4358,Cilantro Indian Cuisine,4.5,189 W Broadway,49.267725,-123.11311
4359,Happy Noodle House,4.5,630 Davie Street,49.267725,-123.11311
4360,Camion Cafe,5.0,,49.245135,-123.116098
4361,Starbucks,4.5,BC Children's Hospital,49.245135,-123.116098
4362,Johnny’s On Oak,4.5,3838 Oak Street,49.245135,-123.116098
4363,VanDusen Botanical Garden,4.5,5251 Oak Street,49.245135,-123.116098
4364,Bloedel Conservatory,4.5,4600 Cambie Street,49.245135,-123.116098
4365,Queen Elizabeth Park,4.5,4600 Cambie Street,49.245135,-123.116098
4366,The Praguery,4.5,1000-7899 Templeton Station Rd,49.245135,-123.116098
4367,Douglas Park,4.0,801 West 22nd Avenue,49.245135,-123.116098
4368,Oak Meadows,4.5,899 West 37th,49.245135,-123.116098
4369,Seasons In the Park,4.0,Queen Elizabeth Park,49.245135,-123.116098
4370,Tonton Sushi,4.0,4018 Cambie Street,49.245135,-123.116098
4371,Braemar Park,5.0,895 W 27 Avenue,49.245135,-123.116098
4372,Vancouver Mycological Society,5.0,c/o Van Dusen Botanical Gardens Floral Hall,49.245135,-123.116098
4373,Riley Park,4.0,50 E 30th Avenue,49.245135,-123.116098
4374,Pretty Good Sandwiches,5.0,50 E 30th Avenue and Ontario Street,49.245135,-123.116098
4375,Landmark Hotpot House,4.0,4023 Cambie Street,49.245135,-123.116098
4376,Sushi 7,4.0,3488 Cambie Street,49.245135,-123.116098
4377,Pallet Coffee Roasters,3.5,W 22nd Ave,49.245135,-123.116098
4378,The Praguery,3.5,909 W Cordova Street,49.245135,-123.116098
4379,Queen Elizabeth Park Pitch & Putt,3.5,Queen Elizabeth Park,49.245135,-123.116098
4380,Grab N Go,5.0,1207 Hamilton Street,49.274232,-123.129998
4381,That’s It Cafe,5.0,1612 West 1st Avenue,49.274232,-123.129998
4382,Parker Rooftop,5.0,1379 Howe Street,49.274232,-123.129998
4383,Okeya Kyujiro,5.0,1038 Mainland Street,49.274232,-123.129998
4384,Sake Dining Hashigo,5.0,1265 Granville St,49.274232,-123.129998
4385,Cardero Cafe,5.0,1105 Davie St,49.274232,-123.129998
4386,inBtwn Cafe,5.0,1625 Hornby Street,49.274232,-123.129998
4387,Manoush'eh,5.0,620 Davie Street,49.274232,-123.129998
4388,Number E Food,5.0,1308 Burrard Street,49.274232,-123.129998
4389,Rainbow Park,5.0,872 Richards Street,49.274232,-123.129998
4390,George Wainborn Park,5.0,450 Beach Crescent,49.274232,-123.129998
4391,Convivial Cafe and Bakery,5.0,680A Leg In Boot Square,49.274232,-123.129998
4392,Trees Cheesecake & Organic Coffee,5.0,130-1160 Davie Street,49.274232,-123.129998
4393,Keto Caveman Davie,5.0,1230 Davie Street,49.274232,-123.129998
4394,Tru Cafe,5.0,1500 West 2nd Avenue,49.274232,-123.129998
4395,Smithe Salad,4.5,191 Smithe Street,49.274232,-123.129998
4396,Incognito Coffee,4.5,843 Seymour Street,49.274232,-123.129998
4397,Uno Gelato,4.5,601 Stamps Landing,49.274232,-123.129998
4398,Starbucks,4.5,1088 Burrard Street,49.274232,-123.129998
4399,Le Parfait,4.5,812 Homer Street,49.274232,-123.129998
4400,Vegan Shoku Japanese Restaurant,4.5,2260 W 41st Avenue,49.238105,-123.154966
4401,Castella Cheese Tart,4.5,2184 W 41st Avenue,49.238105,-123.154966
4402,Sweet E's Pastries And Sweets,4.5,2032 West 41st Avenue,49.238105,-123.154966
4403,Steam Tea House,4.5,2091 West 43rd Avenue,49.238105,-123.154966
4404,Legato Tea and Coffee,4.5,2299 W 41st Avenue,49.238105,-123.154966
4405,Sushi Bar Ajisai,4.0,2081 West 42nd Avenue,49.238105,-123.154966
4406,Sushi time,4.0,5351 West Blvd,49.238105,-123.154966
4407,Quilchena Off-leash Dog Park,4.5,33rd and Pine Crescent,49.238105,-123.154966
4408,Yifang Fruit Tea Kerrisdale,4.0,2112 W41st Avenue,49.238105,-123.154966
4409,Southern Delicacy,4.0,6055 West Blvd,49.238105,-123.154966
4410,Kokoro Tokyo Mazesoba,4.0,2285 W 41st Avenue,49.238105,-123.154966
4411,Moore's Bakery & Delicatessen,4.0,2128 41st Avenue W,49.238105,-123.154966
4412,Barra 41,4.0,2407 West 41st Avenue,49.238105,-123.154966
4413,Khao Thai By Legato,4.0,2248 W 41st Avenue,49.238105,-123.154966
4414,Nana's Green Tea,4.0,2135 W 41st Avenue,49.238105,-123.154966
4415,41 Noodle & Rice Pot House,4.0,2279 West 41st Avenue,49.238105,-123.154966
4416,Starbucks,4.0,4635 Arbutus Street,49.238105,-123.154966
4417,Homeslice Cafe & Bakery,5.0,5335 W Boulevard,49.238105,-123.154966
4418,Saint Germain Bakery,4.0,2319 W 41st Ave,49.238105,-123.154966
4419,Trim & Healthy,5.0,Haggard Street,49.238105,-123.154966
4420,Starbucks,4.5,BC Children's Hospital,49.246243,-123.124373
4421,Johnny’s On Oak,4.5,3838 Oak Street,49.246243,-123.124373
4422,VanDusen Botanical Garden,4.5,5251 Oak Street,49.246243,-123.124373
4423,Bloedel Conservatory,4.5,4600 Cambie Street,49.246243,-123.124373
4424,Queen Elizabeth Park,4.5,4600 Cambie Street,49.246243,-123.124373
4425,Lemonade Gluten Free Bakery,4.5,3385 Cambie Street,49.246243,-123.124373
4426,Rain or Shine Ice Cream,4.5,3382 Cambie Street,49.246243,-123.124373
4427,Douglas Park,4.0,801 West 22nd Avenue,49.246243,-123.124373
4428,Oak Meadows,4.5,899 West 37th,49.246243,-123.124373
4429,Seasons In the Park,4.0,Queen Elizabeth Park,49.246243,-123.124373
4430,Tonton Sushi,4.0,4018 Cambie Street,49.246243,-123.124373
4431,Braemar Park,5.0,895 W 27 Avenue,49.246243,-123.124373
4432,Baja Racing,4.0,3364 Cambie Street,49.246243,-123.124373
4433,Vancouver Mycological Society,5.0,c/o Van Dusen Botanical Gardens Floral Hall,49.246243,-123.124373
4434,Devonshire Park,5.0,1250 Devonshire Crescent,49.246243,-123.124373
4435,Black Walnut,5.0,3456 Cambie Street,49.246243,-123.124373
4436,Monsoon Indian Restaurant,4.0,3466 Cambie Street,49.246243,-123.124373
4437,Landmark Hotpot House,4.0,4023 Cambie Street,49.246243,-123.124373
4438,Sushi 7,4.0,3488 Cambie Street,49.246243,-123.124373
4439,JJ Bean Coffee Roasters,4.0,3399 Cambie Street,49.246243,-123.124373
4440,Sweet Thea Bakery,5.0,4305 Main St,49.249722,-123.104991
4441,Camion Cafe,5.0,,49.249722,-123.104991
4442,Mount Pleasant Park,5.0,3161 Ontario Street,49.249722,-123.104991
4443,Ramen Kounotori,4.5,3950 Main Street,49.249722,-123.104991
4444,Hot Cha Cafe,4.5,3306 Cambie Street,49.249722,-123.104991
4445,BBQ Chicken,4.5,4470 Main Street,49.249722,-123.104991
4446,The Mighty Oak,4.5,198 W 18th Avenue,49.249722,-123.104991
4447,Suyo Modern Peruvian,4.5,3475 Main Street,49.249722,-123.104991
4448,Paper Cone Desserts,4.5,3623 Main Street,49.249722,-123.104991
4449,The Watson,5.0,3080 Main Street,49.249722,-123.104991
4450,Dog Meister,5.0,2949 Main Street,49.249722,-123.104991
4451,Corner 29,4.5,4488 Main Street,49.249722,-123.104991
